Technique ID,Technique Name,Sentences
T1589,Gather Victim Identity Information,42. The attacker may use a fake job search or career advice site to gather personal information from job seekers.
T1589,Gather Victim Identity Information,43. The attacker may use a fake email or text message to trick the victim into providing personal information.
T1589,Gather Victim Identity Information,44. The attacker may use a fake email or text message that appears to be from a friend or family member to gather personal information from the victim.
T1589,Gather Victim Identity Information,45. The attacker may use a fake online dating profile to gather personal information from the victim.
T1589,Gather Victim Identity Information,"46. The attacker may use a fake email or text message that appears to be from a legitimate source, such as a bank or government agency, to gather personal information from the victim."
T1589,Gather Victim Identity Information,47. The attacker may use a fake rental application or lease agreement to gather personal and financial information from renters.
T1589,Gather Victim Identity Information,48. The attacker may use a fake job application or resume submission form to gather personal information from job seekers.
T1589,Gather Victim Identity Information,49. The attacker may use a fake tax preparation site or service to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,50. The attacker may use a fake charity or relief organization to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,51. The attacker may use a fake financial aid or scholarship program to gather personal and financial information from students.
T1589,Gather Victim Identity Information,52. The attacker may use a fake lottery or prize notification to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,53. The attacker may use a fake website or online store to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,54. The attacker may use a fake online subscription or service to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,55. The attacker may use a fake account verification or password reset email to gather personal information from the victim.
T1589,Gather Victim Identity Information,56. The attacker may use a fake employment verification or reference request to gather personal information from the victim.
T1589,Gather Victim Identity Information,57. The attacker may use a fake insurance or healthcare provider to gather personal and medical information from the victim.
T1589,Gather Victim Identity Information,58. The attacker may use a fake landlord or property manager to gather personal and financial information from renters.
T1589,Gather Victim Identity Information,59. The attacker may use a fake website or app that claims to offer free services or discounts to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,60. The attacker may use a fake public Wi-Fi network to capture the victim's login credentials or personal information.
T1589,Gather Victim Identity Information,61. The attacker may use a fake social media profile to gather personal information from the victim's connections.
T1589,Gather Victim Identity Information,62. The attacker may use a fake email or text message that claims to offer a refund or rebate to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,63. The attacker may use a fake investment or trading platform to gain access to the victim's financial information.
